,O,D,f,r,tol
1423,POINT (912774.5378024455 6291078.862199778),POINT (905485.4688468431 6292747.6546314545),0.0026165581019626945,10000.0,0.2
1424,POINT (915242.4560819186 6286927.43884203),POINT (910912.0146548876 6289585.51015147),0.0005160805319211946,10000.0,0.2
1425,POINT (916016.4421309468 6290090.5214387495),POINT (913609.8272493933 6291134.418094497),0.0007803329518102394,10000.0,0.2
1426,POINT (910265.1673231062 6294058.3191090245),POINT (911867.9090728846 6296475.440869441),0.0042348136455098336,10000.0,0.2
1427,POINT (891319.9484074881 6282986.559659381),POINT (892455.0370118942 6283277.433006179),0.0010879462306414523,10000.0,0.2
1428,POINT (907859.8237495974 6271131.872389244),POINT (899653.3560401986 6271706.56281214),0.000611395592456666,10000.0,0.2
1429,POINT (894160.334473876 6284044.93693732),POINT (891051.2496981263 6284044.481670087),0.0013991902674284466,10000.0,0.2
1430,POINT (900023.2767388632 6271294.7614748655),POINT (901862.5372048438 6279213.431945106),0.0005357540648355517,10000.0,0.2
1431,POINT (902965.3777581695 6283455.518376706),POINT (896075.2858021809 6300504.246996486),0.001516167737425955,10000.0,0.2
1432,POINT (894160.334473876 6284044.93693732),POINT (891051.2496981263 6284044.481670087),0.0013991902674284466,10000.0,0.2
1433,POINT (897179.9786705591 6299714.614332943),POINT (912663.7286105759 6294797.766139573),0.0010754683808399772,10000.0,0.2
1434,POINT (911930.9520002627 6296636.875041421),POINT (913100.9203513145 6298498.053074267),0.0032320828402973793,10000.0,0.2
1435,POINT (912569.8227965091 6278806.620649265),POINT (911154.5434164339 6278924.336498379),0.0013128270167843347,10000.0,0.2
1436,POINT (904354.2836770391 6283855.172274642),POINT (904661.3242940027 6283838.888565121),0.0015053288922927653,10000.0,0.2
1437,POINT (904293.4116206871 6293581.159960038),POINT (898826.7323943558 6300277.738658904),0.001805092997747316,10000.0,0.2
1438,POINT (909338.849873886 6273955.034834895),POINT (900619.6214354269 6290082.125904962),0.0012269011375644976,10000.0,0.2
1439,POINT (912297.6811345466 6278076.2872083485),POINT (908819.7080214841 6274633.930968849),0.0013389656845030358,10000.0,0.2
1440,POINT (912731.3839556032 6281394.877785969),POINT (901167.999528894 6290198.898277245),0.0011762144101932093,10000.0,0.2
1441,POINT (908982.9582899355 6286248.200390732),POINT (913515.0288601427 6284021.362056659),0.001456532601958672,10000.0,0.2
1442,POINT (912088.817464364 6295528.922629796),POINT (905234.6811518226 6279842.154666977),0.004096659844727507,10000.0,0.2
1443,POINT (898853.3916946987 6296165.609721808),POINT (904132.9930646818 6291609.729638644),0.00040103148573060536,10000.0,0.2
1444,POINT (911646.4271726004 6297995.482421787),POINT (918546.3142570059 6296581.436514961),0.0016393082625003042,10000.0,0.2
1445,POINT (908335.4924292702 6284484.478091398),POINT (909605.321953492 6283951.828634111),0.0014980148352803982,10000.0,0.2
1446,POINT (891454.2836321134 6283087.1237043915),POINT (890686.1156005363 6281983.452471162),0.0011204213432188094,10000.0,0.2
1447,POINT (898389.556299641 6276957.20408402),POINT (898186.5930396876 6275217.167356033),0.000863554760759202,10000.0,0.2
1448,POINT (914640.9902240358 6293639.830976307),POINT (913451.625493943 6292749.708603975),0.0021004529654122853,10000.0,0.2
1449,POINT (911593.5848440202 6298378.355528455),POINT (905308.4776382686 6291526.70030747),0.0012421190936270708,10000.0,0.2
1450,POINT (897179.9786705591 6299714.614332943),POINT (902919.0705974934 6299915.636928797),0.0010754683808399772,10000.0,0.2
1451,POINT (904516.417345463 6275375.459415125),POINT (902781.6214450579 6276155.466349378),0.00028729218758384204,10000.0,0.2
1452,POINT (899740.2596711887 6274966.429671694),POINT (899227.102165478 6274539.700801104),0.0014707744376203106,10000.0,0.2
1453,POINT (909515.2469105121 6280165.396740127),POINT (912809.203109694 6277913.142149862),0.001365526031938467,10000.0,0.2
1454,POINT (896208.0924852014 6295500.243777907),POINT (898269.8335395087 6300892.799066937),0.00039080010101575805,10000.0,0.2
1455,POINT (913281.3845873552 6292550.316308762),POINT (905638.8203456232 6297714.717186155),0.0027237840878969874,10000.0,0.2
1456,POINT (912845.4791918714 6285948.78093143),POINT (912981.439596331 6286213.866559293),0.0008665657931522368,10000.0,0.2
1457,POINT (901844.9090413917 6290376.96801666),POINT (899485.2134721903 6291716.965843769),0.001519452677019288,10000.0,0.2
1458,POINT (914504.0970178307 6297645.326430514),POINT (914800.405096035 6294008.9519458115),0.00200056411718469,10000.0,0.2
1459,POINT (908765.5505893985 6282531.4013524335),POINT (914550.1700952961 6273932.892034143),0.0018418270877232149,10000.0,0.2
1460,POINT (898985.9728784652 6287972.3216205705),POINT (900786.8341119266 6288634.1461555045),0.000605097077901704,10000.0,0.2
1461,POINT (905254.1383001809 6296309.083114173),POINT (898292.9318614652 6301217.039201643),0.0007839856251934102,10000.0,0.2
1462,POINT (905454.7375870766 6281339.549311874),POINT (903737.844198858 6281042.232613716),0.0009978602044159555,10000.0,0.2
1463,POINT (910506.5602928733 6273077.397186976),POINT (909410.1074759818 6273128.538856382),0.0015264501400995725,10000.0,0.2
1464,POINT (912502.34544939 6274866.173247581),POINT (910276.8951591384 6274983.335686289),0.0011013561247909562,10000.0,0.2
1465,POINT (906320.0538776948 6283207.454305783),POINT (905875.1742760027 6283385.252197353),0.001134704694595828,10000.0,0.2
1466,POINT (913591.2518764844 6297957.949520664),POINT (898826.984324778 6281530.610325253),0.0017589765411818844,10000.0,0.2
1467,POINT (912519.6653982445 6284560.714558454),POINT (911331.4829931695 6292251.615204636),0.0008393456210468534,10000.0,0.2
1468,POINT (909132.8013145342 6289987.480619799),POINT (908068.7595265913 6283370.536503289),0.003766610800146414,10000.0,0.2
1469,POINT (901216.3234648209 6274680.054593567),POINT (898500.8510588929 6274346.58845083),0.0010402831861363727,10000.0,0.2
1470,POINT (899567.2241667449 6273073.117931615),POINT (899713.9888503758 6272598.5346412575),0.0010958483009892376,10000.0,0.2
1471,POINT (904301.3802535253 6288544.135769139),POINT (912579.086586841 6295042.495863198),0.0018597866709980332,10000.0,0.2
1472,POINT (908891.0664162501 6282075.073772624),POINT (905263.4375322968 6281995.337864683),0.0017871335453003056,10000.0,0.2
1473,POINT (892320.1719013156 6284578.426803067),POINT (892489.1147727697 6284247.6021075435),0.001168298997725392,10000.0,0.2
1474,POINT (898336.0865229464 6277122.345135038),POINT (898994.5738617763 6277243.663948609),0.0008043182368709371,10000.0,0.2
1475,POINT (910024.6878649706 6292752.144939379),POINT (909685.9658175514 6280860.946818065),0.004347073846662751,10000.0,0.2
1476,POINT (910749.9194950677 6296223.417673346),POINT (910736.4019072952 6293140.992614722),0.0029462926198021307,10000.0,0.2
1477,POINT (911208.5755186917 6291852.8084638715),POINT (911169.9437757265 6292143.546594987),0.0034593628616758393,10000.0,0.2
1478,POINT (913131.6380794041 6296194.216803445),POINT (913699.1649039224 6296402.78125596),0.003408035801256151,10000.0,0.2
1479,POINT (909579.9791490023 6293050.798542071),POINT (909466.9063001061 6292219.940238817),0.004452935122970129,10000.0,0.2
1480,POINT (907181.3572269178 6278460.399143047),POINT (911706.9465633526 6284058.37028591),0.0008788405096101533,10000.0,0.2
1481,POINT (912250.6595158447 6294542.158576475),POINT (909675.6327503601 6289804.552610771),0.004217295033014195,10000.0,0.2
1482,POINT (914813.5801230724 6295620.378247947),POINT (904393.5271741963 6290143.745315112),0.0024594462961891024,10000.0,0.2
1483,POINT (896050.2052653043 6299723.640248753),POINT (897225.8329577848 6299722.502231246),0.0008977583562215392,10000.0,0.2
1484,POINT (904042.4054041592 6293487.3022033125),POINT (902252.3428925287 6293735.760254789),0.0018016972248974695,10000.0,0.2
1485,POINT (910345.5793535186 6282916.992281215),POINT (908765.5505893985 6282531.4013524335),0.0014130168150825039,10000.0,0.2
1486,POINT (906829.2428101699 6292205.878027745),POINT (896180.1557427015 6295189.836798771),0.003304562486597192,10000.0,0.2
1487,POINT (911133.9849587322 6280544.684092652),POINT (912714.236326495 6280513.271211632),0.001664074732402732,10000.0,0.2
1488,POINT (908745.0322868964 6288096.811776544),POINT (909943.0475285114 6284461.600678597),0.002428873060628579,10000.0,0.2
1489,POINT (904038.124306674 6275196.522848693),POINT (905470.1938571328 6281092.312338627),0.00028187457993258654,10000.0,0.2
1490,POINT (912728.872901475 6276762.740471087),POINT (914411.6507574837 6274123.583080346),0.0011762310379881014,10000.0,0.2
1491,POINT (904290.1867877448 6279724.340278725),POINT (904033.5429760371 6280095.433359972),0.0008753292695246484,10000.0,0.2
1492,POINT (902175.7033740287 6290504.826343762),POINT (902998.6176423164 6286844.0388331115),0.0016964869983466713,10000.0,0.2
1493,POINT (901945.7011800731 6299668.800812537),POINT (905305.4146604736 6296526.369185802),0.0007078213195866555,10000.0,0.2
1494,POINT (899637.5868205391 6289884.090237597),POINT (899735.0451048315 6294612.188231672),0.0008733654370650926,10000.0,0.2
1495,POINT (897251.3466223279 6284359.481728861),POINT (896101.2037895396 6284189.83457617),0.0009149973886524426,10000.0,0.2
1496,POINT (915551.6644758487 6297213.522394275),POINT (912628.0764319644 6289550.951561941),0.0017978115874671765,10000.0,0.2
1497,POINT (904452.7212523369 6293507.733944795),POINT (895388.2259578647 6287828.407092306),0.0018971265085639699,10000.0,0.2
1498,POINT (909107.5828558266 6294064.511246126),POINT (907519.3135462729 6296553.019080114),0.0036804243472233654,10000.0,0.2
1499,POINT (900845.2859655349 6287283.759329412),POINT (897025.5985539518 6284888.760386448),0.0006688110424033941,10000.0,0.2
1500,POINT (893865.4195361447 6282755.272163603),POINT (900734.6675702711 6290045.369784556),0.0010481222658275705,10000.0,0.2
1501,POINT (919093.4254975705 6298843.556283196),POINT (914411.0753907978 6296687.30662637),0.0003218830778438865,10000.0,0.2
1502,POINT (904588.2206300981 6297411.652478861),POINT (904033.0457034209 6293631.328461202),0.000744336587936554,10000.0,0.2
1503,POINT (910958.5015216494 6292859.720322097),POINT (910796.7738177823 6292337.221643507),0.004069697526074773,10000.0,0.2
1504,POINT (906284.2014725503 6282845.786624651),POINT (915894.7685411542 6297220.302276721),0.00109847261612779,10000.0,0.2
1505,POINT (903502.5878532417 6281795.877821096),POINT (905483.661565178 6280058.002428148),0.001286305747578145,10000.0,0.2
1506,POINT (914274.4153070572 6287053.226214502),POINT (913132.3016334355 6286969.817783115),0.0007753643676353273,10000.0,0.2
1507,POINT (909353.8410252386 6283508.812645728),POINT (908271.056794134 6272354.289528241),0.0016523304298968647,10000.0,0.2
1508,POINT (895885.3720424342 6300316.056770976),POINT (900178.8130769599 6295725.332450464),0.0009295862375331824,10000.0,0.2
1509,POINT (910218.6799666609 6290169.510881182),POINT (909605.9052404945 6290778.945217812),0.0034398676135462044,10000.0,0.2
1510,POINT (912203.0410035548 6280109.892076674),POINT (909358.763918353 6280562.315516645),0.0016076039263114362,10000.0,0.2
1511,POINT (910364.1964363627 6282028.325175889),POINT (907978.1907935652 6281920.267612467),0.0014812539157032232,10000.0,0.2
1512,POINT (907476.5929753806 6292675.68746341),POINT (906839.5085549003 6284906.284210423),0.0034914755112935686,10000.0,0.2
1513,POINT (916228.9491981918 6290517.789542341),POINT (915125.9092190712 6291058.276962375),0.0007270634564294831,10000.0,0.2
1514,POINT (898555.8985722696 6285768.328933874),POINT (891780.9342147853 6286098.963629803),0.0006337766217695282,10000.0,0.2
1515,POINT (898692.4696171882 6272959.882264867),POINT (901827.2236897382 6274950.615119221),0.001036205719586742,10000.0,0.2
1516,POINT (909538.5654959432 6280142.469713799),POINT (909555.8244812819 6282576.416927794),0.0013662471510276334,10000.0,0.2
1517,POINT (898966.3555790924 6292516.019398841),POINT (895459.6225050315 6293161.71511726),0.0007013922941258375,10000.0,0.2
1518,POINT (908884.885034656 6282073.926837169),POINT (911761.6882983479 6280122.438723282),0.001786792540992448,10000.0,0.2
1519,POINT (909347.2720219521 6290909.805185803),POINT (906766.7936195086 6288132.033602261),0.004008328643167288,10000.0,0.2
1520,POINT (909436.5531994659 6290927.21941326),POINT (910396.9714145005 6290364.409566283),0.0039860834600441075,10000.0,0.2
1521,POINT (902293.8114186762 6279839.111901196),POINT (907466.7970576712 6284236.27230316),0.0010037725812623755,10000.0,0.2
1522,POINT (908989.9772801684 6289319.4074077625),POINT (902802.2813130042 6291249.712281074),0.00340057083653528,10000.0,0.2
1523,POINT (911930.8558639648 6296637.38234358),POINT (908006.3174071503 6292273.785666043),0.003231545230314078,10000.0,0.2
1524,POINT (906417.5903992995 6288318.813984403),POINT (912264.2103210737 6289090.819965864),0.0018917032126704474,10000.0,0.2
1525,POINT (909079.8888692762 6290617.206172327),POINT (909816.9256814746 6289534.470905867),0.003985986904214544,10000.0,0.2
1526,POINT (895342.0513320735 6285067.041076991),POINT (895837.794679163 6284689.68371548),0.0012789604152803188,10000.0,0.2
1527,POINT (896099.8930141507 6287278.544991808),POINT (897472.983806506 6287667.098593414),0.0010975567003658573,10000.0,0.2
1528,POINT (904315.2112165801 6287501.301613925),POINT (897890.5595650104 6278481.1160709765),0.0017176063978285785,10000.0,0.2
1529,POINT (905822.0999518953 6288002.079371132),POINT (905136.1988229849 6289992.4133385755),0.0017057716914166815,10000.0,0.2
1530,POINT (903093.1935171327 6290756.28053432),POINT (917074.3355210565 6296619.28671338),0.002401600817519487,10000.0,0.2
1531,POINT (896314.5658771144 6300311.352963234),POINT (905415.4943084295 6296875.21763583),0.0010679162937646688,10000.0,0.2
1532,POINT (917372.2102150854 6293788.056879344),POINT (916863.1552086459 6295858.235434147),0.0006254651500130696,10000.0,0.2
1533,POINT (909338.704210873 6280631.71518489),POINT (907685.5673560887 6283722.373966791),0.0014236861206301233,10000.0,0.2
1534,POINT (905509.6497836141 6291219.058766184),POINT (894907.7430124807 6288762.174596548),0.003403081391208973,10000.0,0.2
1535,POINT (902809.9678979546 6290179.1637264835),POINT (898331.4021765455 6296123.023762988),0.002014075216417834,10000.0,0.2
1536,POINT (901581.4383709237 6275719.927197745),POINT (900315.8062055929 6275068.968959346),0.0009604423939821997,10000.0,0.2
1537,POINT (912924.7469469402 6295074.204394321),POINT (911537.2699018971 6295558.7805798),0.0038742137984439907,10000.0,0.2
1538,POINT (896977.5272911681 6284770.646596415),POINT (904079.6932410756 6285662.656682127),0.0009314478923659444,10000.0,0.2
1539,POINT (911168.2341292547 6292141.6384621095),POINT (910203.0761661062 6291873.320371246),0.0036134144119800453,10000.0,0.2
1540,POINT (912006.1908275788 6278143.87544114),POINT (911917.7867478415 6278047.648803877),0.0014102182287424288,10000.0,0.2
1541,POINT (911337.3662376083 6287887.065163454),POINT (912448.9593704019 6289931.109096136),0.0016652670696992436,10000.0,0.2
1542,POINT (915937.4734399845 6297631.801830942),POINT (917042.3109998467 6298379.388373786),0.0014146860654601365,10000.0,0.2
1543,POINT (913457.7467921763 6288516.482231078),POINT (908619.7179427869 6289718.633459594),0.0012464766341387088,10000.0,0.2
1544,POINT (905774.0105597524 6283150.291241996),POINT (905092.7709355248 6287079.0077978745),0.0010841918157350654,10000.0,0.2
1545,POINT (908938.5712639135 6277257.64843848),POINT (909363.6226028893 6278156.188287724),0.001013859969209466,10000.0,0.2
1546,POINT (908765.5505893985 6282531.4013524335),POINT (909725.1019481431 6277848.7218818795),0.0018418270877232149,10000.0,0.2
1547,POINT (902324.1623008852 6278874.604717199),POINT (902112.9920295791 6278246.695964783),0.0009154016063904741,10000.0,0.2
1548,POINT (910875.6504092386 6290454.1285359375),POINT (911319.4056843867 6290899.099728933),0.0032025292603943536,10000.0,0.2
1549,POINT (896712.8146024044 6299989.89196052),POINT (897258.2514350421 6299685.014136022),0.0011051053189950189,10000.0,0.2
1550,POINT (909113.4126174394 6296014.40215312),POINT (909705.3929048721 6296602.856935587),0.0015309958498527902,10000.0,0.2
1551,POINT (896147.7138915514 6284781.090103915),POINT (891488.1843602211 6281122.836739791),0.0010409545717431125,10000.0,0.2
1552,POINT (913846.1235833634 6297980.363581123),POINT (911592.8970990861 6295078.90639405),0.0017369618627257088,10000.0,0.2
